,country,region,happiness_rank,happiness_score,social_support,healthy_life_expectancy,freedom_to_make_life_choices,perceptions_of_corruption,generosity,logged_gdp_per_capita,year
670,Niger,Sub-Saharan Africa,124.0,4.166,0.867,17.07888,0.39,0.099,0.175,4.882801922586371,2019
629,Nigeria,Sub-Saharan Africa,82.0,5.155,1.172,3.70944,0.462,0.032,0.201,6.536691597591305,2019
627,North Macedonia,Central and Eastern Europe,80.0,5.185,1.239,53.40048,0.394,0.052,0.173,6.866933284461882,2019
549,Norway,Western Europe,2.0,7.594,1.582,66.53808,0.686,0.34,0.286,7.284134806195205,2019
614,Pakistan,South Asia,67.0,5.472,0.81,32.76672,0.334,0.113,0.216,6.481577129276431,2019
574,Panama,Latin America and Caribbean,27.0,6.43,1.438,58.65552,0.597,0.063,0.125,7.014814351275545,2019
606,Paraguay,Latin America and Caribbean,59.0,5.681,1.522,47.5272,0.541,0.074,0.162,6.728628613084702,2019
607,Peru,Latin America and Caribbean,60.0,5.663,1.249,52.08672000000001,0.53,0.034,0.092,6.840546529288687,2019
611,Philippines,Southeast Asia,64.0,5.524,1.312,39.64464,0.643,0.105,0.12,6.654152520183219,2019
587,Poland,Central and Eastern Europe,40.0,6.123,1.448,60.35568,0.546,0.064,0.108,7.0707241072602764,2019
616,Portugal,Western Europe,69.0,5.41,1.429,68.31552,0.562,0.017,0.055,7.080867896690782,2019
595,Romania,Central and Eastern Europe,48.0,5.945,1.219,56.10528,0.528,0.001,0.088,7.018401799069201,2019
601,Russia,Commonwealth of Independent States,54.0,5.81,1.479,46.29072,0.399,0.025,0.065,7.049254841255837,2019
579,Saudi Arabia,Middle East and North Africa,32.0,6.371,1.331,48.91824,0.509,0.127,0.098,7.22983877815125,2019
645,Senegal,Sub-Saharan Africa,99.0,4.631,1.117,33.46224,0.406,0.082,0.138,6.063785208687608,2019
617,Serbia,Central and Eastern Europe,70.0,5.398,1.369,52.936800000000005,0.288,0.043,0.134,6.883462586413092,2019
649,Sierra Leone,Sub-Saharan Africa,103.0,4.571,0.813,0.0,0.355,0.053,0.238,5.54907608489522,2019
580,Singapore,Southeast Asia,33.0,6.343,1.451,77.89824,0.631,0.457,0.261,7.333023014386481,2019
584,Slovakia,Central and Eastern Europe,37.0,6.173,1.537,59.969280000000005,0.354,0.014,0.118,7.099201743553092,2019
594,Slovenia,Central and Eastern Europe,47.0,5.948,1.506,66.15168,0.633,0.051,0.16,7.106606137727303,2019
641,South Africa,Sub-Saharan Africa,95.0,4.724,1.41,25.5024,0.516,0.056,0.103,6.846943139585379,2019
600,South Korea,East Asia,53.0,5.875,1.204,73.80239999999999,0.244,0.051,0.175,7.144407180321139,2019
582,Spain,Western Europe,35.0,6.31,1.538,74.5752,0.449,0.074,0.142,7.132497551660044,2019
652,Sri Lanka,South Asia,106.0,4.471,1.314,51.93216,0.585,0.05,0.307,6.823286122355687,2019
640,State of Palestine,Middle East and North Africa,94.0,4.743,1.217,46.52256,0.266,0.076,0.086,6.466144724237619,2019
556,Sweden,Western Europe,9.0,7.314,1.501,70.55664,0.659,0.383,0.285,7.212294468500341,2019
552,Switzerland,Western Europe,5.0,7.487,1.549,71.63856,0.66,0.357,0.256,7.259116128097101,2019
573,Taiwan Province of China,East Asia,26.0,6.441,1.436,66.22896,0.418,0.078,0.151,7.219642040130735,2019
626,Tajikistan,Commonwealth of Independent States,79.0,5.199,1.166,46.21344,0.292,0.034,0.187,6.163314804034641,2019
682,Tanzania,Sub-Saharan Africa,137.0,3.303,0.991,29.44368,0.481,0.097,0.27,6.1224928095143865,2019
590,Thailand,Southeast Asia,43.0,6.072,1.417,54.63696,0.637,0.029,0.364,6.92461239604856,2019
674,Togo,Sub-Saharan Africa,129.0,3.999,0.474,19.55184,0.434,0.101,0.158,5.560681631015528,2019
647,Tunisia,Middle East and North Africa,101.0,4.592,0.906,53.3232,0.271,0.063,0.04,6.803505257608338,2019
613,Turkiye,Middle East and North Africa,66.0,5.483,1.38,53.01408000000001,0.324,0.109,0.106,7.046647277848756,2019
671,Uganda,Sub-Saharan Africa,125.0,4.161,1.09,18.31536,0.45,0.061,0.259,5.777652323222656,2019
673,Ukraine,Commonwealth of Independent States,128.0,4.103,1.413,47.06352,0.163,0.011,0.187,6.677083461247136,2019
567,United Arab Emirates,Middle East and North Africa,20.0,6.774,0.776,51.77760000000001,0.284,0.40477596781479097,0.186,7.64826303090192,2019
558,United Kingdom,Western Europe,11.0,7.19,1.433,68.62464,0.464,0.082,0.262,7.126890808898808,2019
565,United States,North America and ANZ,18.0,6.886,1.471,63.29232,0.547,0.133,0.291,7.243512974665482,2019
578,Uruguay,Latin America and Caribbean,31.0,6.379,1.459,59.58288,0.625,0.155,0.13,6.997595982981927,2019
589,Uzbekistan,Commonwealth of Independent States,42.0,6.096,1.584,46.7544,0.724,0.259,0.328,6.579251212010101,2019
638,Venezuela,Latin America and Caribbean,92.0,4.806,1.469,50.772960000000005,0.133,0.052,0.056,6.904750769961838,2019
633,Vietnam,Southeast Asia,86.0,5.103,1.365,54.25056,0.618,0.079,0.177,6.573680166960646,2019
661,Zambia,Sub-Saharan Africa,115.0,4.377,1.047,22.7976,0.503,0.082,0.221,6.333279628139691,2019
677,Zimbabwe,Sub-Saharan Africa,132.0,3.692,1.094,19.16544,0.406,0.099,0.132,5.8805329864007,2019
821,Afghanistan,South Asia,137.0,2.566900015,0.470366955,52.59000015,0.396573007,0.933686554,-0.0964294,7.462860584,2020
781,Albania,Central and Eastern Europe,97.0,4.882699966,0.671070457,68.70813751,0.781994224,0.896303713,-0.042309489,9.417930603,2020
776,Algeria,Middle East and North Africa,92.0,5.005099773,0.803385139,65.90517426,0.466610909,0.735485137,-0.121105164,9.537964821,2020
737,Argentina,Latin America and Caribbean,53.0,5.974699974,0.900567949,68.80380249,0.831132412,0.842009842,-0.194913864,9.810955048,2020
792,Armenia,Commonwealth of Independent States,108.0,4.676799774,0.757479429,66.75065613,0.712017834,0.773544788,-0.13877961,9.100476265,2020
696,Australia,North America and ANZ,12.0,7.222799778,0.944854617,73.60453796,0.915431738,0.41516912,0.19046016,10.72059631,2020
693,Austria,Western Europe,9.0,7.294199944,0.928045869,73.00250244,0.899989486,0.499954879,0.085429221,10.7428236,2020
724,Bahrain,Middle East and North Africa,40.0,6.227300167,0.876342118,68.5,0.905855775,0.7393471,0.13372919,10.67638016,2020
783,Bangladesh,South Asia,99.0,4.832799911,0.687292993,64.50306702,0.90062499,0.661843538,-0.033664726,8.287063599,2020
704,Belgium,Western Europe,20.0,6.863500118,0.911632538,72.00164795,0.813582063,0.612297952,-0.078691199,10.6736393,2020
765,Benin,Sub-Saharan Africa,81.0,5.21600008,0.468671143,54.31246567,0.735182583,0.740532577,-0.003537213,7.674319744,2020
747,Bolivia,Latin America and Caribbean,63.0,5.747499943,0.803108692,63.6004715,0.875873327,0.822606206,-0.09168113,8.851115227,2020
751,Bosnia and Herzegovina,Central and Eastern Europe,67.0,5.674099922,0.829204142,67.80813599,0.651352704,0.933769107,0.098274559,9.455817223,2020
818,Botswana,Sub-Saharan Africa,134.0,3.478899956,0.779121757,58.92445374,0.821328104,0.777930915,-0.250394493,9.711203575,2020
716,Brazil,Latin America and Caribbean,32.0,6.375599861,0.896723807,66.48016357,0.799804807,0.770601273,-0.101812392,9.56643486,2020
772,Bulgaria,Central and Eastern Europe,88.0,5.101500034,0.937840343,66.80397797,0.745178163,0.935585141,-0.143908441,9.869318962,2020
788,Burkina Faso,Sub-Saharan Africa,104.0,4.768700123,0.712943614,53.88945389,0.665563583,0.739795029,-0.019080516,7.46854496,2020
782,Cambodia,Southeast Asia,98.0,4.848400116,0.773080647,61.52996826,0.959704638,0.822769046,0.051911179,8.249890327,2020
774,Cameroon,Sub-Saharan Africa,90.0,5.084899902,0.700386405,52.7049408,0.763051808,0.851336598,-0.00149645,8.118647575,2020
695,Canada,North America and ANZ,11.0,7.23210001,0.927176654,73.60160065,0.933913231,0.390843362,0.124770768,10.69236851,2020
803,Chad,Sub-Saharan Africa,119.0,4.422699928,0.632388055,48.22053909,0.587305248,0.802760839,0.017834719,7.467963696,2020
723,Chile,Latin America and Caribbean,39.0,6.228499889,0.879713595,69.90061951,0.744896293,0.838239431,-0.065668367,10.0320549,2020
771,China,East Asia,87.0,5.123899937,0.798760593,69.2891922,0.898517907,0.7539711,-0.18142575,9.688568115,2020
727,Colombia,Latin America and Caribbean,43.0,6.163400173,0.884440243,67.69958496,0.836179912,0.86457181,-0.161235645,9.500369072,2020
809,Comoros,Sub-Saharan Africa,125.0,4.288599968,0.625662446,57.34901047,0.547612607,0.780622602,0.090008408,7.833630085,2020
766,Congo (Brazzaville),Sub-Saharan Africa,82.0,5.194399834,0.640228093,57.92448044,0.719058514,0.751779079,-0.123674095,8.536987305,2020
807,Congo (Kinshasa),Sub-Saharan Africa,123.0,4.31099987,0.672159016,52.90000153,0.700793564,0.809403598,0.083637655,6.694256306,2020
699,Costa Rica,Latin America and Caribbean,15.0,7.121399879,0.901545942,71.29985046,0.934738934,0.786332428,-0.10242971,9.658156395,2020
759,Croatia,Central and Eastern Europe,75.0,5.504700184,0.874623716,70.21490479,0.714838803,0.916495264,-0.128538325,10.07087517,2020
728,Cyprus,Western Europe,44.0,6.15899992,0.805996239,73.70222473,0.779858291,0.856271744,0.043731496,10.40570259,2020
703,Czechia,Central and Eastern Europe,19.0,6.910900116,0.914430678,70.04793549,0.818537354,0.85844624,-0.230861515,10.40416336,2020
686,Denmark,Western Europe,2.0,7.645599842,0.955990791,72.40250397,0.951444268,0.168489456,0.066201776,10.77400112,2020
750,Dominican Republic,Latin America and Caribbean,66.0,5.689199924,0.882085383,65.80748749,0.866202772,0.755999923,-0.131263286,9.664880753,2020
740,Ecuador,Latin America and Caribbean,56.0,5.925199986,0.836418986,68.50003815,0.859828949,0.801215112,-0.127014965,9.246058464,2020
813,Egypt,Middle East and North Africa,129.0,4.151400089,0.735447824,61.78015137,0.708354175,0.787726879,-0.196878314,9.316541672,2020
718,El Salvador,Latin America and Caribbean,34.0,6.34829998,0.806092262,66.10826111,0.833805263,0.754319906,-0.121072978,8.909075737,2020
733,Estonia,Central and Eastern Europe,49.0,6.021800041,0.934729993,68.60495758,0.87770915,0.623073816,-0.111697771,10.34001732,2020
811,Ethiopia,Sub-Saharan Africa,127.0,4.186200142,0.743307352,58.63959122,0.740795195,0.753690004,0.043377332,7.509385586,2020
685,Finland,Western Europe,1.0,7.808700085,0.954329729,71.9008255,0.949172199,0.195444584,-0.059482019,10.63926697,2020
707,France,Western Europe,23.0,6.663799763,0.937103748,73.80193329,0.825467646,0.583521128,-0.130641967,10.58422279,2020
784,Gabon,Sub-Saharan Africa,100.0,4.829299927,0.787886858,59.71533966,0.704829216,0.849150956,-0.222261623,9.680537224,2020
789,Gambia,Sub-Saharan Africa,105.0,4.750599861,0.6931687,55.0120163,0.733163178,0.690717816,0.343198717,7.321814537,2020
793,Georgia,Commonwealth of Independent States,109.0,4.672599792,0.629033029,64.49520874,0.801641524,0.665944695,-0.22892037,9.226100922,2020
701,Germany,Western Europe,17.0,7.075799942,0.898874462,72.20201874,0.867371082,0.456422031,0.080179386,10.7328186,2020
768,Ghana,Sub-Saharan Africa,84.0,5.147999763,0.728601098,57.20398712,0.794796526,0.847964764,0.094170853,8.350645065,2020
757,Greece,Western Europe,73.0,5.514999866,0.814380348,72.40525818,0.541345119,0.859931409,-0.300907373,10.13232613,2020
713,Guatemala,Latin America and Caribbean,29.0,6.398900032,0.816621482,64.8089447,0.908147573,0.783237457,-0.042938665,8.924805641,2020
778,Guinea,Sub-Saharan Africa,94.0,4.949299812,0.637573481,54.46780014,0.706846774,0.761794448,0.076328471,7.750990391,2020
738,Honduras,Latin America and Caribbean,54.0,5.953199863,0.821870148,67.19876862,0.870603263,0.801131904,0.086969115,8.424534798,2020
758,Hong Kong S.A.R. of China,East Asia,74.0,5.510399818,0.845969081,76.77170563,0.779833794,0.420607209,0.134979904,10.9346714,2020
735,Hungary,Central and Eastern Europe,51.0,6.000400066,0.921934128,67.60997009,0.718964577,0.892916501,-0.194323018,10.24924374,2020
688,Iceland,Western Europe,4.0,7.504499912,0.974669576,73.0,0.948891878,0.711709738,0.246944219,10.77255917,2020
816,India,South Asia,132.0,3.573299885,0.592200935,60.21518707,0.881444871,0.772042692,0.057551607,8.849823952,2020
763,Indonesia,Southeast Asia,79.0,5.285600185,0.808379889,62.15584946,0.870614409,0.876296401,0.519586504,9.36975193,2020
794,Iran,Middle East and North Africa,110.0,4.672399998,0.694689691,66.00614929,0.647873282,0.714635968,0.117891103,9.813719749,2020
786,Iraq,Middle East and North Africa,102.0,4.784800053,0.747694969,59.90354919,0.633182645,0.82226181,-0.06956476,9.661095619,2020
700,Ireland,Western Europe,16.0,7.093699932,0.942081571,72.30078888,0.886982977,0.357184172,0.145784974,11.16097832,2020
698,Israel,Middle East and North Africa,14.0,7.128600121,0.913571239,73.20025635,0.747580588,0.78085506,0.10259372,10.41752529,2020
714,Italy,Western Europe,30.0,6.38740015,0.889878571,73.60168457,0.66465199,0.873404682,-0.043460999,10.48183632,2020
764,Ivory Coast,Sub-Saharan Africa,80.0,5.233300209,0.658048689,49.50377274,0.727909327,0.790771961,-0.043991156,8.225561142,2020
742,Jamaica,Latin America and Caribbean,58.0,5.889800072,0.915701866,67.09999847,0.858068526,0.888890028,-0.125106767,9.006250381,2020
744,Japan,East Asia,60.0,5.870800018,0.883545935,75.00096893,0.809961379,0.654558063,-0.246910349,10.57968903,2020
795,Jordan,Middle East and North Africa,111.0,4.633399963,0.80216372,66.79975128,0.75104779,0.700344324,-0.162565202,9.025999069,2020
732,Kazakhstan,Commonwealth of Independent States,48.0,6.057899952,0.934744895,64.60996246,0.811601937,0.764490843,-0.068488635,10.11465836,2020
797,Kenya,Sub-Saharan Africa,113.0,4.583000183,0.702652037,60.09693146,0.829747558,0.831499159,0.294681519,8.02977562,2020
719,Kosovo,Central and Eastern Europe,35.0,6.325200081,0.820726514,63.88555527,0.861535907,0.922328293,0.190933764,9.204429626,2020
756,Kyrgyzstan,Commonwealth of Independent States,72.0,5.541500092,0.887228489,64.10601044,0.909374893,0.888396084,0.154772058,8.148405075,2020
780,Laos,Southeast Asia,96.0,4.888599873,0.737502217,58.70992279,0.907213569,0.634679317,0.11137148,8.79858017,2020
739,Latvia,Central and Eastern Europe,55.0,5.949999809,0.918288589,66.8074646,0.671237648,0.795580089,-0.186888844,10.17531967,2020
787,Lebanon,Middle East and North Africa,103.0,4.771500111,0.824338138,67.10658264,0.551357508,0.90225625,-0.06121527,9.3617239,2020
800,Liberia,Sub-Saharan Africa,116.0,4.557899952,0.70928055,56.09631348,0.735268712,0.856375933,0.04227322,7.054380417,2020
725,Lithuania,Central and Eastern Europe,41.0,6.215499878,0.926107109,67.29407501,0.747381449,0.809583843,-0.219725296,10.34362602,2020
694,Luxembourg,Western Europe,10.0,7.237500191,0.906912208,72.59999847,0.90563643,0.367084295,-0.004620588,11.45068073,2020
812,Madagascar,Sub-Saharan Africa,128.0,4.165599823,0.668195903,59.10542679,0.557574093,0.817485631,-0.011823639,7.281685829,2020
817,Malawi,Sub-Saharan Africa,133.0,3.538000107,0.544007301,57.59288788,0.803223193,0.731700778,0.021433279,7.062226295,2020
761,Malaysia,Southeast Asia,77.0,5.384300232,0.816509426,67.10215759,0.894626856,0.839302301,0.114726797,10.26251888,2020
790,Mali,Sub-Saharan Africa,106.0,4.729300022,0.731468976,51.72698212,0.71156615,0.839328408,-0.044366926,7.629852295,2020
706,Malta,Western Europe,22.0,6.772799969,0.93037951,72.19999695,0.924911439,0.658547282,0.214965805,10.53383827,2020
805,Mauritania,Sub-Saharan Africa,121.0,4.374599934,0.790819228,57.01017761,0.551522553,0.746223509,-0.106008142,8.233919144,2020
731,Mauritius,Sub-Saharan Africa,47.0,6.101299763,0.910357833,66.40434265,0.889534533,0.805343091,-0.018318573,9.956786156,2020
708,Mexico,Latin America and Caribbean,24.0,6.465000153,0.838665426,68.29902649,0.858709276,0.806821585,-0.175266623,9.797797203,2020
752,Moldova,Commonwealth of Independent States,68.0,5.607500076,0.843313575,65.01301575,0.721609175,0.913314283,-0.037741039,8.776714325,2020
760,Mongolia,East Asia,76.0,5.456200123,0.937142491,62.30448532,0.693351328,0.863511205,0.098093867,9.412186623,2020
754,Montenegro,Central and Eastern Europe,70.0,5.54610014,0.855314612,68.50534821,0.649565637,0.783121586,-0.075600356,9.751860619,2020
773,Morocco,Middle East and North Africa,89.0,5.094799995,0.592628479,65.89624023,0.772072434,0.815724611,-0.240377247,8.940313339,2020
796,Mozambique,Sub-Saharan Africa,112.0,4.623600006,0.723874032,54.20582199,0.864451885,0.683019102,0.032375868,7.069345951,2020
808,Myanmar,Southeast Asia,124.0,4.308000088,0.78440702,58.96171188,0.895075202,0.645124316,0.560663998,8.680481911,2020
798,Namibia,Sub-Saharan Africa,114.0,4.571100235,0.846880972,56.50148773,0.767520964,0.851449788,-0.18530646,9.203141212,2020
769,Nepal,South Asia,85.0,5.137199879,0.785512447,63.77917862,0.797565043,0.738099158,0.154168829,7.925357342,2020
690,Netherlands,Western Europe,6.0,7.448900223,0.93913883,72.30091858,0.908547819,0.364717126,0.20761244,10.81271172,2020
692,New Zealand,North America and ANZ,8.0,7.299600124,0.949118972,73.20262909,0.936217487,0.22113885,0.191598073,10.50094318,2020
729,Nicaragua,Latin America and Caribbean,45.0,6.13710022,0.857497036,67.50717926,0.863902867,0.665950119,0.020959141,8.493160248,2020
779,Niger,Sub-Saharan Africa,95.0,4.909599781,0.617435038,53.50009537,0.759772122,0.722530186,0.013860817,6.842166901,2020
791,Nigeria,Sub-Saharan Africa,107.0,4.724100113,0.73721689,49.86190796,0.759578407,0.861874342,0.033745807,8.57662487,2020
767,North Macedonia,Central and Eastern Europe,83.0,5.159800053,0.820392311,67.50442505,0.738840938,0.897490501,-0.019877451,9.510591507,2020
689,Norway,Western Europe,5.0,7.487999916,0.952486575,73.20078278,0.955750287,0.263218194,0.13453263,11.08780384,2020
748,Pakistan,South Asia,64.0,5.69329977,0.689062297,58.25313568,0.734833717,0.745705426,0.04489987,8.482727051,2020
720,Panama,Latin America and Caribbean,36.0,6.304800034,0.902094483,69.60301208,0.880366504,0.851588905,-0.153927714,10.03423405,2020
749,Paraguay,Latin America and Caribbean,65.0,5.692100048,0.898727894,65.63993835,0.885923445,0.834788501,0.007997713,9.389982224,2020
745,Peru,Latin America and Caribbean,61.0,5.796800137,0.831075251,68.10023499,0.824766099,0.893714964,-0.16238822,9.456313133,2020
734,Philippines,Southeast Asia,50.0,6.006000042,0.846730053,61.92676163,0.915463448,0.733634114,-0.105463006,8.993545532,2020
726,Poland,Central and Eastern Europe,42.0,6.186299801,0.874257445,69.31113434,0.862055779,0.686927021,-0.205084071,10.26512432,2020
741,Portugal,Western Europe,57.0,5.910900116,0.886590719,72.40202332,0.888747811,0.892629504,-0.220714301,10.26374245,2020
730,Romania,Central and Eastern Europe,46.0,6.123700142,0.825161517,67.20723724,0.842823207,0.934300244,-0.19781521,10.107584,2020
755,Russia,Commonwealth of Independent States,71.0,5.546000004,0.903150737,64.10045624,0.729892612,0.864802599,-0.151153743,10.12887192,2020
711,Saudi Arabia,Middle East and North Africa,27.0,6.406499863,0.874067068,66.30514526,0.854191244,0.682619512,-0.168695062,10.79781246,2020
777,Senegal,Sub-Saharan Africa,93.0,4.980800152,0.723616004,59.59915161,0.690596163,0.808785141,-0.052335154,8.118982315,2020
746,Serbia,Central and Eastern Europe,62.0,5.77820015,0.881475747,68.21020508,0.726495862,0.843509018,-0.073676221,9.680980682,2020
814,Sierra Leone,Sub-Saharan Africa,130.0,3.926399946,0.636142015,50.86514282,0.715315044,0.861330688,0.088660747,7.26880312,2020
715,Singapore,Southeast Asia,31.0,6.377099991,0.910268962,76.80458069,0.926645339,0.109784193,0.029879224,11.39552116,2020
721,Slovakia,Central and Eastern Europe,37.0,6.280600071,0.922493756,68.90634155,0.749952674,0.918096125,-0.124409303,10.34774971,2020
717,Slovenia,Central and Eastern Europe,33.0,6.363399982,0.939575672,71.1029892,0.936142623,0.817071021,-0.080603383,10.39232254,2020
785,South Africa,Sub-Saharan Africa,101.0,4.814099789,0.852532268,56.50601196,0.759330094,0.843423843,-0.109777324,9.403370857,2020
743,South Korea,East Asia,59.0,5.872399807,0.799387157,73.6027298,0.612965107,0.789067447,-0.043404032,10.51056671,2020
712,Spain,Western Europe,28.0,6.400899887,0.921125412,74.40270996,0.751989543,0.765859902,-0.050961714,10.46292686,2020
806,Sri Lanka,South Asia,122.0,4.327000141,0.825374067,67.20006561,0.837633669,0.859001756,0.081129618,9.389969826,2020
801,State of Palestine,Middle East and North Africa,117.0,4.552800179,0.825295925,62.25,0.645791829,0.824199975,-0.162079096,8.389223099,2020
691,Sweden,Western Europe,7.0,7.353499889,0.926311195,72.60076904,0.939144194,0.250880182,0.111614622,10.75879383,2020
687,Switzerland,Western Europe,3.0,7.559899807,0.942846596,74.10244751,0.921336651,0.303728431,0.105911039,10.97993279,2020
709,Taiwan Province of China,East Asia,25.0,6.45539999,0.894309103,69.59999847,0.77153033,0.73188293,-0.073198698,10.77568531,2020
753,Tajikistan,Commonwealth of Independent States,69.0,5.555699825,0.835297108,64.10459137,0.831383407,0.592076063,-0.025088511,8.024810791,2020
819,Tanzania,Sub-Saharan Africa,135.0,3.476200104,0.688933194,57.49607468,0.82153976,0.619799435,0.109668687,7.967665195,2020
736,Thailand,Southeast Asia,52.0,5.998799801,0.889973223,67.25059509,0.905063033,0.886272311,0.268685192,9.741791725,2020
810,Togo,Sub-Saharan Africa,126.0,4.187200069,0.551312625,54.71989822,0.649828613,0.757733464,0.002667875,7.357711315,2020
804,Tunisia,Middle East and North Africa,120.0,4.392199993,0.688718557,66.89785767,0.593361557,0.867590249,-0.216413811,9.314972878,2020
770,Turkiye,Middle East and North Africa,86.0,5.131800175,0.826313555,66.90281677,0.608830452,0.748197377,-0.171046436,10.12941933,2020
802,Uganda,Sub-Saharan Africa,118.0,4.43200016,0.764994621,55.70820236,0.731713951,0.836737812,0.099487431,7.500389576,2020
799,Ukraine,Commonwealth of Independent States,115.0,4.56069994,0.878879368,64.60678101,0.663081884,0.920636714,-0.030933706,9.010690689,2020
705,United Arab Emirates,Middle East and North Africa,21.0,6.790800095,0.849181116,67.08278656,0.941345513,0.594502211,0.123450845,11.1099987,2020
697,United Kingdom,Western Europe,13.0,7.164500237,0.93668282,72.30160522,0.834743679,0.435915917,0.263732493,10.60013485,2020
702,United States,North America and ANZ,18.0,6.939599991,0.914219022,68.29949951,0.842619538,0.699715316,0.149891734,10.92576885,2020
710,Uruguay,Latin America and Caribbean,26.0,6.440100193,0.92281127,69.00254822,0.892395437,0.635994136,-0.101103112,9.948192596,2020
722,Uzbekistan,Commonwealth of Independent States,38.0,6.257599831,0.926595807,65.10757446,0.974998116,0.501497388,0.248427153,8.740371704,2020
775,Venezuela,Latin America and Caribbean,91.0,5.053199768,0.890408158,66.50534058,0.62327832,0.837038398,-0.169090509,8.977793694,2020
762,Vietnam,Southeast Asia,78.0,5.353499889,0.849987149,67.9527359,0.939592957,0.79642123,-0.094533332,8.809545517,2020
815,Zambia,Sub-Saharan Africa,131.0,3.759399891,0.698824465,55.29937744,0.806500256,0.801289678,0.078037128,8.224720001,2020
820,Zimbabwe,Sub-Saharan Africa,136.0,3.299200058,0.763092756,55.61725998,0.711457908,0.81023699,-0.072063953,7.865711689,2020
957,Afghanistan,South Asia,137.0,2.523,0.463,52.493,0.382,0.924,-0.102,7.695,2021
908,Albania,Central and Eastern Europe,87.0,5.117,0.697,68.999,0.785,0.901,-0.03,9.52,2021
923,Algeria,Middle East and North Africa,102.0,4.887,0.802,66.005,0.48,0.752,-0.067,9.342,2021
877,Argentina,Latin America and Caribbean,56.0,5.929,0.898,69.0,0.828,0.834,-0.182,9.962,2021
903,Armenia,Commonwealth of Independent States,82.0,5.283,0.799,67.055,0.825,0.629,-0.168,9.487,2021
832,Australia,North America and ANZ,11.0,7.183,0.94,73.9,0.914,0.442,0.159,10.796,2021
831,Austria,Western Europe,10.0,7.268,0.934,73.3,0.908,0.481,0.042,10.906,2021
843,Bahrain,Middle East and North Africa,22.0,6.647,0.862,69.495,0.925,0.722,0.089,10.669,2021
915,Bangladesh,South Asia,94.0,5.025,0.693,64.8,0.877,0.682,-0.041,8.454,2021
841,Belgium,Western Europe,20.0,6.834,0.906,72.199,0.783,0.646,-0.153,10.823,2021
913,Benin,Sub-Saharan Africa,92.0,5.045,0.489,54.713,0.757,0.661,-0.034,8.087,2021
889,Bolivia,Latin America and Caribbean,68.0,5.716,0.81,63.901,0.875,0.839,-0.077,9.046,2021
884,Bosnia and Herzegovina,Central and Eastern Europe,63.0,5.813,0.87,68.098,0.706,0.931,0.113,9.59,2021
955,Botswana,Sub-Saharan Africa,135.0,3.467,0.784,59.269,0.824,0.801,-0.246,9.782,2021
856,Brazil,Latin America and Caribbean,35.0,6.33,0.882,66.601,0.804,0.756,-0.071,9.577,2021
905,Bulgaria,Central and Eastern Europe,84.0,5.266,0.931,67.0,0.788,0.932,-0.096,10.016,2021
927,Burkina Faso,Sub-Saharan Africa,106.0,4.834,0.672,54.151,0.695,0.748,-0.009,7.678,2021
928,Cambodia,Southeast Asia,107.0,4.83,0.765,62.0,0.959,0.843,0.034,8.36,2021
906,Cameroon,Sub-Saharan Africa,85.0,5.142,0.71,53.515,0.731,0.848,0.026,8.189,2021
835,Canada,North America and ANZ,14.0,7.103,0.926,73.8,0.915,0.415,0.089,10.776,2021
942,Chad,Sub-Saharan Africa,121.0,4.355,0.619,48.478,0.579,0.807,0.041,7.364,2021
864,Chile,Latin America and Caribbean,43.0,6.172,0.882,70.0,0.742,0.83,-0.044,10.071,2021
901,China,East Asia,80.0,5.339,0.811,69.593,0.904,0.755,-0.146,9.673,2021
872,Colombia,Latin America and Caribbean,51.0,6.012,0.847,68.001,0.837,0.841,-0.135,9.557,2021
944,Comoros,Sub-Saharan Africa,123.0,4.289,0.626,57.349,0.548,0.781,0.082,8.031,2021
900,Congo (Brazzaville),Sub-Saharan Africa,79.0,5.342,0.636,58.221,0.695,0.745,-0.068,8.117,2021
958,Congo (Kinshasa),Sub-Saharan Africa,128.0,4.153857154258336,0.9475917817962128,25.243413315887185,0.3724035588311964,0.27780642207029177,0.18757335547369272,4.3979489095202995,2021
837,Costa Rica,Latin America and Caribbean,16.0,7.069,0.891,71.4,0.934,0.809,-0.126,9.88,2021
880,Croatia,Central and Eastern Europe,59.0,5.882,0.924,70.799,0.754,0.939,-0.118,10.217,2021
860,Cyprus,Western Europe,39.0,6.223,0.802,73.898,0.763,0.844,-0.015,10.576,2021
839,Czechia,Central and Eastern Europe,18.0,6.965,0.947,70.807,0.858,0.868,-0.208,10.556,2021
823,Denmark,Western Europe,2.0,7.62,0.954,72.7,0.946,0.179,0.03,10.933,2021
893,Dominican Republic,Latin America and Caribbean,72.0,5.545,0.853,66.102,0.86,0.714,-0.133,9.802,2021
886,Ecuador,Latin America and Caribbean,65.0,5.764,0.821,68.8,0.842,0.843,-0.124,9.313,2021
945,Egypt,Middle East and North Africa,124.0,4.283,0.75,61.998,0.749,0.795,-0.182,9.367,2021
869,El Salvador,Latin America and Caribbean,48.0,6.061,0.762,66.402,0.888,0.688,-0.11,9.054,2021
861,Estonia,Central and Eastern Europe,40.0,6.189,0.941,68.8,0.909,0.527,-0.106,10.481,2021
946,Ethiopia,Sub-Saharan Africa,125.0,4.275,0.764,59.0,0.752,0.761,0.082,7.694,2021
822,Finland,Western Europe,1.0,7.842,0.954,72.0,0.949,0.186,-0.098,10.775,2021
